Base ;;;Extremo;;;motores;;;;;;;;;;;;;;;
Base X;Base Y;Base Z;Extremo X;Extremo Y;Extremo Z;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
-0,000512381;0,000216926;-9,9478E-05;0,009148823;0,005154743;0,244284085;0;0;800;-800;800;-800;0;0;0;0;-800;800;-800;800;0;0
8,47707E-05;6,17616E-05;0,000135724;-0,013058722;0,001698295;0,245009148;0;0;800;-800;800;-800;0;0;0;0;-800;800;0;0;800;-800
-8,55007E-06;9,78185E-05;0,000135401;-0,003843117;-0,013158137;0,245969172;0;0;800;-800;800;-800;0;0;0;0;-800;800;0;0;-800;800
0,000352615;5,89087E-06;0,00043888;-0,036449732;-0,007152747;0,24559499;0;0;800;-800;800;-800;0;0;800;-800;0;0;800;-800;0;0
-7,84118E-06;0,000140919;0,000134126;-0,003680789;0,016915762;0,243339641;0;0;800;-800;800;-800;0;0;800;-800;0;0;-800;800;0;0
0,000258985;9,73738E-05;0,000415872;-0,024650534;0,01232579;0,24314291;0;0;800;-800;800;-800;0;0;800;-800;0;0;0;0;800;-800
-2,99242E-06;9,8496E-05;0,000122452;-0,015736218;-0,000950237;0,245568408;0;0;800;-800;800;-800;0;0;800;-800;0;0;0;0;-800;800
0,000300323;3,66075E-05;0,000433053;-0,031284328;-0,005100253;0,245731196;0;0;800;-800;800;-800;0;0;-800;800;0;0;800;-800;0;0
-4,92094E-05;7,34611E-05;6,53384E-05;0,004536716;0,007865545;0,244450623;0;0;800;-800;800;-800;0;0;-800;800;0;0;-800;800;0;0
8,41779E-05;5,7109E-05;0,000118444;-0,020255476;0,007654124;0,244064071;0;0;800;-800;800;-800;0;0;-800;800;0;0;0;0;800;-800
-1,95618E-05;0,000100878;0,000120308;-0,007697234;-0,007388235;0,245957772;0;0;800;-800;800;-800;0;0;-800;800;0;0;0;0;-800;800
0,000571774;-8,49376E-05;0,000669979;-0,043175799;-0,005716747;0,244211431;0;0;800;-800;800;-800;0;0;0;0;800;-800;800;-800;0;0
7,76774E-05;8,08283E-05;0,000127157;-0,007819174;0,0103019;0,244169307;0;0;800;-800;800;-800;0;0;0;0;800;-800;-800;800;0;0
-0,034808507;0,010774612;0,241732573;0,000981215;-1,66185E-05;0,000736714;0;0;800;-800;800;-800;0;0;0;0;800;-800;0;0;800;-800
7,6476E-05;2,49139E-05;0,000124902;-0,022421108;-0,005903206;0,246279701;0;0;800;-800;800;-800;0;0;0;0;800;-800;0;0;-800;800
7,15846E-06;7,45339E-05;8,73157E-05;-0,026418063;-0,019403512;0,246462066;0;0;800;-800;800;-800;0;0;0;0;-800;800;800;-800;0;0
-0,000532068;0,000210889;-9,67393E-05;0,008758366;0,005492678;0,244205561;0;0;800;-800;800;-800;0;0;0;0;-800;800;-800;800;0;0
5,65827E-05;7,44013E-05;0,00010726;-0,013511033;0,002173659;0,244790626;0;0;800;-800;800;-800;0;0;0;0;-800;800;0;0;800;-800
-5,43164E-05;0,00010189;0,000112001;-0,004323168;-0,012812113;0,245946868;0;0;800;-800;800;-800;0;0;0;0;-800;800;0;0;-800;800
-0,04234803;0,001926539;0,245030526;0,000901856;0,000109717;0,000700154;0;0;800;-800;0;0;800;-800;800;-800;0;0;800;-800;0;0
